wallTime,elapsed,local,requested,repeated,count,kind,x,y,z,fx,fy,fz,duration,remaining,radius,owner,first,second,split,cycle,process
63925005566.1531,10.67821,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.383513,0.8,1,0,0,0,0,50268
63925005566.1531,10.67821,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.383513,0.55,2,1.45,0,0,0,50268
63925005566.1531,10.67821,2,1,0,7,5,0,0.1,0,0,0,0,5,4.383513,2.1,1,0,0,0,0,50268
63925005566.1531,10.67821,2,1,0,7,6,6,0.1,0,0,0,0,6,5.383513,1.44,3,1.4,0,0,0,50268
63925005566.1531,10.67821,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.383512,0,-1,-1,0,0,0,50268
63925005566.2199,10.7382,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.316845,1.495,1,0.3925,1.35,0,0,50268
63925005566.2199,10.7382,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.316845,0,-1,1.4,0.6,1,0,50268
63925005566.2199,10.7382,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.316846,0.8,1,0,0,0,0,50268
63925005566.2199,10.7382,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.316846,0.55,2,1.45,0,0,0,50268
63925005566.2199,10.7382,2,1,0,7,5,0,0.1,0,0,0,0,5,4.316845,2.1,1,0,0,0,0,50268
63925005566.2199,10.7382,2,1,0,7,6,6,0.1,0,0,0,0,6,5.316845,1.44,3,1.4,0,0,0,50268
63925005566.2199,10.7382,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.316845,0,-1,-1,0,0,0,50268
63925005566.2861,10.79819,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.250175,1.495,1,0.3925,1.35,0,0,50268
63925005566.2861,10.79819,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.250175,0,-1,1.4,0.6,1,0,50268
63925005566.2861,10.79819,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.250176,0.8,1,0,0,0,0,50268
63925005566.2861,10.79819,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.250176,0.55,2,1.45,0,0,0,50268
63925005566.2861,10.79819,2,1,0,7,5,0,0.1,0,0,0,0,5,4.250175,2.1,1,0,0,0,0,50268
63925005566.2861,10.79819,2,1,0,7,6,6,0.1,0,0,0,0,6,5.250175,1.44,3,1.4,0,0,0,50268
63925005566.2861,10.79819,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.250175,0,-1,-1,0,0,0,50268
63925005566.336,10.85818,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.200175,1.495,1,0.3925,1.35,0,0,50268
63925005566.336,10.85818,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.200175,0,-1,1.4,0.6,1,0,50268
63925005566.336,10.85818,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.200175,0.8,1,0,0,0,0,50268
63925005566.336,10.85818,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.200175,0.55,2,1.45,0,0,0,50268
63925005566.336,10.85818,2,1,0,7,5,0,0.1,0,0,0,0,5,4.200175,2.1,1,0,0,0,0,50268
63925005566.337,10.85818,2,1,0,7,6,6,0.1,0,0,0,0,6,5.200175,1.44,3,1.4,0,0,0,50268
63925005566.337,10.85818,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.200175,0,-1,-1,0,0,0,50268
63925005566.4024,10.91817,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.133507,1.495,1,0.3925,1.35,0,0,50268
63925005566.4024,10.91817,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.133507,0,-1,1.4,0.6,1,0,50268
63925005566.4024,10.91817,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.133507,0.8,1,0,0,0,0,50268
63925005566.4024,10.91817,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.133507,0.55,2,1.45,0,0,0,50268
63925005566.4024,10.91817,2,1,0,7,5,0,0.1,0,0,0,0,5,4.133507,2.1,1,0,0,0,0,50268
63925005566.4024,10.91817,2,1,0,7,6,6,0.1,0,0,0,0,6,5.133507,1.44,3,1.4,0,0,0,50268
63925005566.4024,10.91817,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.133507,0,-1,-1,0,0,0,50268
63925005566.4531,10.97816,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.083506,1.495,1,0.3925,1.35,0,0,50268
63925005566.4531,10.97816,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.083506,0,-1,1.4,0.6,1,0,50268
63925005566.4531,10.97816,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.083507,0.8,1,0,0,0,0,50268
63925005566.4531,10.97816,2,1,0,7,4,-6,0.1,0,0,0,-1,3,2.083507,0.55,2,1.45,0,0,0,50268
63925005566.4531,10.97816,2,1,0,7,5,0,0.1,0,0,0,0,5,4.083506,2.1,1,0,0,0,0,50268
63925005566.4531,10.97816,2,1,0,7,6,6,0.1,0,0,0,0,6,5.083506,1.44,3,1.4,0,0,0,50268
63925005566.4531,10.97816,2,1,0,7,7,-6,0.1,6,0.9999999,0,-1.192093E-07,5,4.083507,0,-1,-1,0,0,0,50268
63925005566.5025,11.01815,2,1,0,7,1,-6,0.1,-6,0,0,1,5,4.033377,1.495,1,0.3925,1.35,0,0,50268
63925005566.5025,11.01815,2,1,0,7,2,0,0.1,-6,0,0,1,6,5.033377,0,-1,1.4,0.6,1,0,50268
63925005566.5025,11.01815,2,1,0,7,3,6,0.1,-6,1,0,0,3,2.033378,0.8,1,0,0,0,0,50268
